cluster|anio_fin|victimas_identificadas|amenaza_familiar|amenaza_hostigamiento|pais_hecho_Colombia|v_vs_cambios_forzados_ind_col_Sin Especificar
3|0.38750000000000284|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8500000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.38750000000000284|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9125000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9000000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9000000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.6750000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
4|0.4250000000000007|0.5|0.0|0.0|0.0|0.0
2|0.9750000000000014|0.5|0.0|0.0|0.0|0.0
1|0.6750000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.5500000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9375|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.625|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.6750000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.1750000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7625000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
2|0.8875000000000028|0.5|0.0|0.0|0.0|0.0
4|0.3625000000000007|0.5|0.0|0.0|0.0|0.0
3|0.2875000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.4875000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7375000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7625000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.5250000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.5|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.38750000000000284|0.16666666666666666|0.0|0.0|0.0|0.0
2|0.875|0.5|0.0|0.0|0.0|0.0
4|0.20000000000000284|0.5|0.0|0.0|0.0|0.0
0|0.8000000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9375|0.16666666666666666|0.0|0.0|0.0|0.0
0|1.0|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.3000000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.15000000000000213|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.5|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9125000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
4|0.6500000000000021|0.5|0.0|0.0|0.0|0.0
2|0.9875000000000007|0.5|0.0|0.0|0.0|0.0
1|0.6875|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7625000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.6750000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8375000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7125000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8000000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.6875|0.16666666666666666|0.0|0.0|0.0|0.0
2|0.9625000000000021|0.5|0.0|0.0|0.0|0.0
2|0.9500000000000028|0.5|0.0|0.0|0.0|0.0
0|0.9750000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.6125000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7875000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8875000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.6000000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9750000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7875000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
4|0.16250000000000142|0.5|0.0|0.0|0.0|0.0
2|0.9875000000000007|0.5|0.0|0.0|0.0|0.0
0|0.9625000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.6375000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7875000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8375000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.5625|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.6375000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.375|0.16666666666666666|0.0|0.0|0.0|0.0
2|0.8000000000000007|0.5|0.0|0.0|0.0|0.0
2|0.9250000000000007|0.5|0.0|0.0|0.0|0.0
3|0.4250000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9250000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8625000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9750000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9500000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.05000000000000071|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.5375000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
2|0.9875000000000007|0.5|0.0|0.0|0.0|0.0
2|0.8125|0.5|0.0|0.0|0.0|0.0
1|0.5750000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7750000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9250000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
0|1.0|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7625000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.5875000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.40000000000000213|0.16666666666666666|0.0|0.0|0.0|0.0
2|0.8125|0.5|0.0|0.0|0.0|0.0
4|0.6125000000000007|0.5|0.0|0.0|0.0|0.0
0|0.8125|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8000000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7750000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9875000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8875000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7125000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7000000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
2|0.9375|0.5|0.0|0.0|0.0|0.0
4|0.6625000000000014|0.5|0.0|0.0|0.0|0.0
1|0.7250000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.625|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9875000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8500000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7625000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8250000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9375|0.16666666666666666|0.0|0.0|0.0|0.0
2|0.8875000000000028|0.5|0.0|0.0|0.0|0.0
2|0.7000000000000028|0.5|0.0|0.0|0.0|0.0
0|0.9125000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9875000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8125|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9250000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9000000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9875000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9750000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
2|0.9750000000000014|0.5|0.0|0.0|0.0|0.0
2|0.9750000000000014|0.5|0.0|0.0|0.0|0.0
0|0.8500000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
0|1.0|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.20000000000000284|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9875000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8875000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8375000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.625|0.16666666666666666|0.0|0.0|0.0|0.0
4|0.4125000000000014|0.5|0.0|0.0|0.0|0.0
2|0.75|0.5|0.0|0.0|0.0|0.0
0|0.9500000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.6875|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7875000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7375000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.15000000000000213|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.40000000000000213|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9375|0.16666666666666666|0.0|0.0|0.0|0.0
2|1.0|0.5|0.0|0.0|0.0|0.0
2|0.9000000000000021|0.5|0.0|0.0|0.0|0.0
0|0.9500000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.6375000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.4750000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7875000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7250000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7625000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7625000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
2|0.9875000000000007|0.5|0.0|0.0|0.0|0.0
2|0.7125000000000021|0.5|0.0|0.0|0.0|0.0
1|0.5500000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.6375000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7375000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.32500000000000284|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.27500000000000213|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.6000000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9250000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
4|0.6375000000000028|0.5|0.0|0.0|0.0|0.0
2|0.8375000000000021|0.5|0.0|0.0|0.0|0.0
0|0.9125000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7375000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7875000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.16250000000000142|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7875000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.3500000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8875000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
4|0.4125000000000014|0.5|0.0|0.0|0.0|0.0
2|0.8875000000000028|0.5|0.0|0.0|0.0|0.0
0|1.0|0.16666666666666666|0.0|0.0|0.0|0.0
0|1.0|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7250000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9375|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8375000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9500000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9250000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.03750000000000142|0.5|0.0|0.0|0.0|0.0
2|1.0|0.5|0.0|0.0|0.0|0.0
3|0.4875000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.27500000000000213|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9000000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8000000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.1750000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.4750000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8000000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
2|0.8375000000000021|0.5|0.0|0.0|0.0|0.0
2|0.8250000000000028|0.5|0.0|0.0|0.0|0.0
1|0.625|0.16666666666666666|0.0|0.0|0.0|0.0
0|1.0|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.3000000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9750000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
0|1.0|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.5875000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7625000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
2|0.9875000000000007|0.5|0.0|0.0|0.0|0.0
2|0.9875000000000007|0.5|0.0|0.0|0.0|0.0
0|1.0|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7375000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.5625|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8000000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
0|1.0|0.16666666666666666|0.0|0.0|0.0|0.0
0|1.0|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7125000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
2|0.875|0.5|0.0|0.0|0.0|0.0
2|0.9500000000000028|0.5|0.0|0.0|0.0|0.0
3|0.21250000000000213|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.45000000000000284|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.6750000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.33750000000000213|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9875000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.5875000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8250000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
2|0.9875000000000007|0.5|0.0|0.0|0.0|0.0
4|0.6500000000000021|0.5|0.0|0.0|0.0|0.0
3|0.27500000000000213|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7250000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7125000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
0|1.0|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.6625000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.4250000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
0|1.0|0.16666666666666666|0.0|0.0|0.0|0.0
2|0.9625000000000021|0.5|0.0|0.0|0.0|0.0
2|0.8625000000000007|0.5|0.0|0.0|0.0|0.0
1|0.7250000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.13750000000000284|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8875000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.875|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.6625000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7125000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9250000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
2|1.0|0.5|0.0|0.0|0.0|0.0
2|0.875|0.5|0.0|0.0|0.0|0.0
3|0.2375000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9750000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9125000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.4250000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.13750000000000284|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8375000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8250000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
2|0.7375000000000007|0.5|0.0|0.0|0.0|0.0
4|0.6000000000000014|0.5|0.0|0.0|0.0|0.0
0|0.8250000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9250000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.6125000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9875000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
0|1.0|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8250000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.45000000000000284|0.16666666666666666|0.0|0.0|0.0|0.0
4|0.46250000000000213|0.5|0.0|0.0|0.0|0.0
2|0.9875000000000007|0.5|0.0|0.0|0.0|0.0
3|0.4750000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.3000000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9000000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8625000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9125000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7625000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9875000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8500000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7000000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.5500000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9750000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9375|0.16666666666666666|0.0|0.0|0.0|0.0
0|1.0|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8625000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
2|0.8625000000000007|0.3333333333333333|0.0|0.0|0.0|0.0
2|0.8375000000000021|0.3333333333333333|0.0|0.0|0.0|0.0
0|0.9125000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.38750000000000284|0.3333333333333333|0.0|0.0|0.0|0.0
4|0.4750000000000014|0.3333333333333333|0.0|0.0|0.0|0.0
5|0.625|1.0|0.0|1.0|0.0|0.0
0|0.9625000000000021|0.3333333333333333|0.0|0.0|0.0|0.0
0|0.8375000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.375|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.75|0.16666666666666666|0.0|0.0|0.0|0.0
0|1.0|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.4250000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
6|1.0|0.16666666666666666|1.0|1.0|0.0|0.0
6|0.2375000000000007|0.16666666666666666|1.0|0.0|0.0|0.0
0|0.9000000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
2|0.9750000000000014|0.6666666666666666|0.0|0.0|0.0|0.0
2|0.9125000000000014|0.6666666666666666|0.0|0.0|0.0|0.0
5|1.0|0.16666666666666666|0.0|1.0|0.0|0.0
1|0.6750000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9750000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.5875000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7875000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.6750000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.4875000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.6875|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7125000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9375|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9375|0.3333333333333333|0.0|0.0|0.0|0.0
1|0.5750000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8875000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
2|0.7750000000000021|0.5|0.0|0.0|0.0|0.0
5|0.9750000000000014|0.16666666666666666|0.0|1.0|0.0|0.0
0|0.875|0.16666666666666666|0.0|0.0|0.0|0.0
4|0.4125000000000014|0.5|0.0|0.0|0.0|0.0
2|0.9250000000000007|0.8333333333333333|0.0|0.0|0.0|0.0
3|0.3500000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8000000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.5625|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.4375|0.16666666666666666|0.0|0.0|0.0|0.0
0|1.0|0.16666666666666666|0.0|0.0|0.0|0.0
2|0.8625000000000007|0.3333333333333333|0.0|0.0|0.0|0.0
0|0.9500000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.5875000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
0|1.0|0.16666666666666666|0.0|0.0|0.0|0.0
0|1.0|0.3333333333333333|0.0|0.0|0.0|0.0
0|0.9000000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.6750000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
4|0.5750000000000028|0.6666666666666666|0.0|0.0|0.0|0.0
2|0.8875000000000028|0.6666666666666666|0.0|0.0|0.0|0.0
1|0.6750000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9750000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.75|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7000000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.38750000000000284|0.3333333333333333|0.0|0.0|0.0|0.0
1|0.7000000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
6|0.9500000000000028|0.16666666666666666|1.0|0.0|0.0|0.0
1|0.7250000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7125000000000021|0.3333333333333333|0.0|0.0|0.0|0.0
0|0.8125|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8125|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9500000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7125000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8500000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
6|0.5625|0.6666666666666666|1.0|1.0|0.0|0.0
3|0.4750000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9750000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9375|0.3333333333333333|0.0|0.0|0.0|0.0
0|0.8625000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7625000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8000000000000007|0.0|0.0|0.0|0.0|0.0
3|0.4250000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
5|0.8875000000000028|0.16666666666666666|0.0|1.0|0.0|0.0
3|0.33750000000000213|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.38750000000000284|0.3333333333333333|0.0|0.0|0.0|0.0
5|0.8250000000000028|0.16666666666666666|0.0|1.0|0.0|0.0
1|0.5500000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.6750000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.5250000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
2|0.8625000000000007|0.3333333333333333|0.0|0.0|0.0|0.0
4|0.5250000000000021|0.6666666666666666|0.0|0.0|0.0|0.0
1|0.7250000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.125|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.4750000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.10000000000000142|0.16666666666666666|0.0|0.0|0.0|0.0
4|0.4375|0.5|0.0|0.0|0.0|0.0
2|0.9625000000000021|0.5|0.0|0.0|0.0|0.0
0|0.9500000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.4125000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7625000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
0|1.0|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8625000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7875000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.1750000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
4|0.4750000000000014|0.5|0.0|0.0|0.0|0.0
4|0.27500000000000213|0.5|0.0|0.0|0.0|0.0
1|0.5250000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9750000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8500000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9375|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.5250000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.875|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8125|0.16666666666666666|0.0|0.0|0.0|0.0
2|0.7250000000000014|0.5|0.0|0.0|0.0|0.0
4|0.5750000000000028|0.5|0.0|0.0|0.0|0.0
0|0.9750000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8500000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.75|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.3000000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7875000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8500000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.40000000000000213|0.16666666666666666|0.0|0.0|0.0|0.0
4|0.40000000000000213|0.5|0.0|0.0|0.0|0.0
2|0.8875000000000028|0.5|0.0|0.0|0.0|0.0
0|0.8375000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9750000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8625000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.0625|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9625000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.46250000000000213|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.875|0.16666666666666666|0.0|0.0|0.0|0.0
4|0.5500000000000007|0.5|0.0|0.0|0.0|0.0
2|0.7375000000000007|0.5|0.0|0.0|0.0|0.0
1|0.75|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9750000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9625000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.5250000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7250000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8375000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8875000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
4|0.5750000000000028|0.5|0.0|0.0|0.0|0.0
2|0.9625000000000021|0.5|0.0|0.0|0.0|0.0
0|0.9875000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7250000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7875000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.46250000000000213|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.875|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9250000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7750000000000021|0.16666666666666666|0.0|0.0|0.0|0.0
2|0.8875000000000028|0.5|0.0|0.0|0.0|0.0
2|0.9375|0.5|0.0|0.0|0.0|0.0
3|0.2875000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8500000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7375000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.3125|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.75|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7250000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.2375000000000007|0.16666666666666666|0.0|0.0|0.0|0.0
4|0.5375000000000014|0.5|0.0|0.0|0.0|0.0
2|0.7625000000000028|0.5|0.0|0.0|0.0|0.0
3|0.40000000000000213|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.9750000000000014|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7625000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
0|0.8875000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.6375000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
3|0.38750000000000284|0.16666666666666666|0.0|0.0|0.0|0.0
1|0.7625000000000028|0.16666666666666666|0.0|0.0|0.0|0.0
2|0.7375000000000007|0.5|0.0|0.0|0.0|0.0
2|0.9625000000000021|0.5|0.0|0.0|0.0|0.0
3|0.25|0.16666666666666666|0.0|0.0|0.0|0.0
